"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0120178","GO:0120178","steroid hormone biosynthetic process","18/3041","46/18842",0.391304347826087,2.42451710678696,4.24357385437963,0.000152186841764781,0.00284986824706023,0.00284986824706023,"2494/441282/51170/866/6716/54361/1589/133/5443/6715/79644/8912/3283/1586/3292/1588/1583/6770",18
"GO:0044706","GO:0044706","multi-multicellular organism process","44/3041","159/18842",0.276729559748428,1.71461307621831,3.96975872929945,0.000154613450648304,0.00288611774543501,0.00288611774543501,"2697/7040/2529/150/3553/54407/5021/5672/3678/53405/6833/3488/10991/8909/3952/3549/150921/7356/130399/5618/5744/43847/259/5669/85360/4693/5104/4184/5678/64518/79816/113/6863/1828/2201/84868/3291/3620/51673/5675/6513/3673/730249/5673",44
"GO:0048839","GO:0048839","inner ear development","31/3041","100/18842",0.31,1.92075633015455,4.04999647145204,0.000157557193215455,0.00293176043071796,0.00293176043071796,"2625/5818/219736/7040/55084/4487/2558/80736/497189/2561/5357/133060/474/8022/4762/1280/10083/388585/182/2706/525/3198/25945/5076/6662/6495/7849/793/3249/8557/3784",31
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","19/3041","50/18842",0.38,2.35447550147978,4.20714570336426,0.000159137225001136,0.00294892586352704,0.00294892586352704,"2625/219736/2697/7040/9241/81029/3976/3934/5293/7124/186/3627/5076/6662/6495/183/7849/4070/85474",19
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","78/3041","326/18842",0.239263803680982,1.48247569515194,3.85503701889649,0.000159984243276382,0.00294892586352704,0.00294892586352704,"6928/3172/7040/2852/9244/6352/8447/4856/150/222546/9971/3553/283/3767/6755/9498/284119/3717/6804/25924/6833/10815/5468/116534/1113/6616/3625/5319/3651/2781/7424/54474/131177/7351/6927/6566/8989/4544/3458/6860/5991/640/3569/54857/7124/9854/8431/84830/3670/5551/8622/43/1813/3552/5799/7097/5950/111/51083/91543/57393/114131/389692/5578/152/9024/8938/6623/4825/51085/3592/3170/6558/50855/222183/338442/54097/2645",78
"GO:0071692","GO:0071692","protein localization to extracellular region","78/3041","326/18842",0.239263803680982,1.48247569515194,3.85503701889649,0.000159984243276382,0.00294892586352704,0.00294892586352704,"6928/3172/7040/2852/9244/6352/8447/4856/150/222546/9971/3553/283/3767/6755/9498/284119/3717/6804/25924/6833/10815/5468/116534/1113/6616/3625/5319/3651/2781/7424/54474/131177/7351/6927/6566/8989/4544/3458/6860/5991/640/3569/54857/7124/9854/8431/84830/3670/5551/8622/43/1813/3552/5799/7097/5950/111/51083/91543/57393/114131/389692/5578/152/9024/8938/6623/4825/51085/3592/3170/6558/50855/222183/338442/54097/2645",78
"GO:0090278","GO:0090278","negative regulation of peptide hormone secretion","15/3041","35/18842",0.428571428571429,2.65542349790952,4.30032494842697,0.000161982688863772,0.00297141184188324,0.00297141184188324,"4856/150/3767/6833/1113/3625/2781/3952/131177/7351/4544/8622/1813/152/222183",15
"GO:0031343","GO:0031343","positive regulation of cell killing","22/3041","62/18842",0.354838709677419,2.19857644450573,4.14697757980881,0.000162214830143626,0.00297141184188324,0.00297141184188324,"353091/80328/6375/3822/7305/913/114836/3823/59067/6688/5551/56253/135250/3821/5443/909/563/154064/10125/3592/8302/3824",22
"GO:0044703","GO:0044703","multi-organism reproductive process","43/3041","155/18842",0.27741935483871,1.71888703843176,3.94252638001413,0.000171847302943425,0.00313808118418429,0.00313808118418429,"2697/7040/2529/150/3553/54407/5021/5672/3678/53405/6833/3488/10991/8909/3952/154865/3549/150921/7356/130399/5618/5744/43847/259/5669/85360/4693/5104/5678/79816/113/6863/1828/2201/84868/3291/3620/51673/5675/6513/3673/730249/5673",43
"GO:0009952","GO:0009952","anterior/posterior pattern specification","32/3041","105/18842",0.304761904761905,1.88830115406899,4.00426439769187,0.000177210998610883,0.00322600827192568,0.00322600827192568,"7855/9241/3205/497189/6862/7490/2626/6469/3216/4762/55502/1045/3219/388585/54626/5523/6997/10637/3213/3955/55897/3221/134701/79365/3222/92129/23242/10409/3215/3170/8557/27023",32
"GO:0050866","GO:0050866","negative regulation of cell activation","52/3041","198/18842",0.262626262626263,1.62722921420718,3.89230822911344,0.000178286013400876,0.00323556098394182,0.00323556098394182,"116449/2852/5169/6664/6375/11006/7305/2729/1511/5621/79679/151888/23495/2213/64092/8530/10457/160364/6441/201633/3549/942/2302/55024/5320/30009/54900/671/282618/26279/2737/56253/79626/7940/170692/10859/3902/51083/3623/1493/11314/80380/64600/941/114897/1269/84868/29126/654346/133396/10288/7056",52
"GO:0050801","GO:0050801","monoatomic ion homeostasis","107/3041","478/18842",0.223849372384937,1.38696806132094,3.75944145708067,0.000191714233085818,0.00346855289398342,0.00346855289398342,"1816/283375/2852/64699/84239/6352/6346/1139/5029/9256/10686/3757/134/56302/6356/5166/858/51458/53828/4948/6359/785/9498/50617/4880/1373/7018/1811/540/483/1080/5621/54997/794/760/489/356/3934/9633/1258/284525/57402/5350/4881/8989/84560/3357/482/5028/9899/4609/341208/3458/2260/6355/2902/6363/7780/6261/65266/6549/4852/6543/496/479/525/1813/249/4093/6263/56833/285195/344905/368/183/4501/4502/55647/30061/729230/7137/391059/491/130733/857/25769/1907/9997/8671/9843/64116/8529/793/80763/797/201140/55532/5314/10008/6558/3784/4879/23682/89885/151176/4489/1356",107
"GO:0006641","GO:0006641","triglyceride metabolic process","31/3041","101/18842",0.306930693069307,1.90173894074708,3.98623620725676,0.000192635730118857,0.00347453402791067,0.00347453402791067,"80168/7069/285848/2169/376497/2167/646486/1373/2171/646480/2173/6653/116519/13/345/63924/346606/9663/116255/5105/119548/336/857/392636/338/2168/11145/2172/718/2784/440503",31
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","14/3041","32/18842",0.4375,2.71074482078264,4.24897057540815,0.000204981464518071,0.00367466771758005,0.00367466771758005,"116449/353091/3822/114836/3823/59067/56253/135250/3821/3805/10125/3592/8302/3824",14
"GO:0090183","GO:0090183","regulation of kidney development","14/3041","32/18842",0.4375,2.71074482078264,4.24897057540815,0.000204981464518071,0.00367466771758005,0.00367466771758005,"2625/7040/9370/9241/7490/4609/186/5076/6662/6495/183/7849/10409/4070",14
"GO:0002456","GO:0002456","T cell mediated immunity","36/3041","124/18842",0.290322580645161,1.79883527277742,3.91522073860226,0.000213844051741357,0.00381809614968582,0.00381809614968582,"2625/7855/2529/353091/3553/80328/1380/6375/970/722/11006/151888/913/2213/30009/3569/5551/182/64005/135250/10859/3821/114548/3902/91543/909/729230/563/941/1604/154064/925/29126/924/3592/3824",36
"GO:0030225","GO:0030225","macrophage differentiation","19/3041","51/18842",0.372549019607843,2.30830931517625,4.10429410347202,0.000215579578519675,0.00381809614968582,0.00381809614968582,"1440/2625/7040/9370/3976/920/9173/7351/1436/3458/4318/146433/1437/7097/3623/714/90865/5578/133396",19
"GO:0046461","GO:0046461","neutral lipid catabolic process","19/3041","51/18842",0.372549019607843,2.30830931517625,4.10429410347202,0.000215579578519675,0.00381809614968582,0.00381809614968582,"285848/2169/2167/646486/1373/2171/646480/2173/6653/116519/13/345/119548/336/747/2168/2172/145447/440503",19
"GO:0046464","GO:0046464","acylglycerol catabolic process","19/3041","51/18842",0.372549019607843,2.30830931517625,4.10429410347202,0.000215579578519675,0.00381809614968582,0.00381809614968582,"285848/2169/2167/646486/1373/2171/646480/2173/6653/116519/13/345/119548/336/747/2168/2172/145447/440503",19
"GO:0042471","GO:0042471","ear morphogenesis","20/3041","55/18842",0.363636363636364,2.25308660428687,4.08273895610518,0.000217387915521434,0.00382706869241327,0.00382706869241327,"5818/219736/9241/55084/80736/497189/5357/133060/4762/10083/525/3198/25945/5076/6662/6495/7849/3249/8557/3784",20
"GO:0051180","GO:0051180","vitamin transport","20/3041","55/18842",0.363636363636364,2.25308660428687,4.08273895610518,0.000217387915521434,0.00382706869241327,0.00382706869241327,"56606/6580/376497/64220/80736/4036/2348/155184/9963/2352/7274/6518/81693/29881/81031/10057/55065/83546/6513/148641",20
"GO:0050729","GO:0050729","positive regulation of inflammatory response","45/3041","166/18842",0.271084337349398,1.67963534506325,3.85838860559409,0.000218905784467615,0.00384228660498381,0.00384228660498381,"834/115362/8792/7040/6352/6346/3929/3553/6359/6280/84630/388125/4818/6283/9447/920/55450/9173/7185/3458/10333/5320/3569/7124/59067/145741/85480/3552/7097/2633/3556/6279/114548/183/2634/5054/6863/5138/90865/729230/3003/1236/22861/9630/338322",45
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","11/3041","22/18842",0.5,3.09799408089444,4.31940262382768,0.000235208558440204,0.00411614977270356,0.00411614977270356,"9370/3553/3557/91663/7124/4680/2651/960/655/407006/8631",11
"GO:0032814","GO:0032814","regulation of natural killer cell activation","15/3041","36/18842",0.416666666666667,2.5816617340787,4.16710592881418,0.000236501729043954,0.00412649901121202,0.00412649901121202,"116449/3822/7305/257101/160364/3952/639/3823/2214/3821/3595/84868/10125/3592/3824",15
"GO:0034284","GO:0034284","response to monosaccharide","49/3041","186/18842",0.263440860215054,1.63227645122395,3.80164982517291,0.000249026981749294,0.00433218536297588,0.00433218536297588,"5313/3172/7040/9370/2852/150/222546/9971/5563/10723/7494/2692/6833/2729/116534/3651/3934/3952/7351/2626/8989/653361/4986/84327/7124/9854/6518/8431/2730/8622/5799/4884/111/5105/5076/57393/114131/389692/336/9024/8938/407006/4825/51085/2981/3170/3673/3158/2645",49
"GO:0003007","GO:0003007","heart morphogenesis","50/3041","191/18842",0.261780104712042,1.62198642978767,3.79022010048212,0.000255225799623605,0.00442692537400236,0.00442692537400236,"3084/140628/2625/7040/4851/9241/55036/4091/6664/8642/123872/7049/54798/6862/4036/64321/2348/1482/2626/3549/3357/6469/5308/5460/65009/22943/7134/2627/6261/51676/3670/79933/182/10637/5950/6662/3643/121643/9353/55897/1832/655/7137/5292/10252/3037/8557/6591/23768/6423",50
"GO:0050727","GO:0050727","regulation of inflammatory response","97/3041","429/18842",0.226107226107226,1.4009576962553,3.68538464352441,0.000257602993066967,0.00445501646833461,0.00445501646833461,"2625/834/115362/8792/26525/64922/27293/7040/9370/2852/131450/2529/6352/6346/4856/3929/134/9971/2494/3553/5169/6359/3557/3717/6375/6280/84630/388125/116379/4818/25827/6283/5468/9447/10848/2213/920/8530/160364/55450/9173/7185/653361/3458/10333/5320/1240/3569/7124/64127/59067/4852/1776/145741/3670/26279/4210/4318/79626/199713/85480/3428/3552/406941/56833/7097/2633/3556/6279/114548/246/2825/5624/183/4314/2634/5054/6863/5138/90865/729230/2678/64116/407006/747/50604/6095/197/3003/406988/1236/204801/22861/730249/89790/9630/338322",97
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","62/3041","250/18842",0.248,1.53660506412364,3.74696480867148,0.000259823594795176,0.00445759081747089,0.00445759081747089,"2625/6366/7040/2529/6352/64926/11148/3559/2494/3553/7494/3717/6375/970/11006/8876/1803/920/3952/916/5293/3549/6469/942/3569/6363/7124/64127/59067/126259/27177/7704/2526/2737/55423/10164/3552/30835/114548/5105/960/6484/729230/10148/7535/29851/80380/857/941/3595/1604/199/84868/10125/3481/29126/3037/3575/3592/1236/8631/10288",62
"GO:0019433","GO:0019433","triglyceride catabolic process","16/3041","40/18842",0.4,2.47839526471555,4.10616533845593,0.000260127732025319,0.00445759081747089,0.00445759081747089,"285848/2169/2167/646486/1373/2171/646480/2173/6653/116519/13/345/119548/2168/2172/440503",16
"GO:0072337","GO:0072337","modified amino acid transport","16/3041","40/18842",0.4,2.47839526471555,4.10616533845593,0.000260127732025319,0.00445759081747089,0.00445759081747089,"2697/6580/54407/5174/6539/54716/4036/387700/2348/6535/2352/64849/6540/10057/220963/6519",16
"GO:0150063","GO:0150063","visual system development","65/3041","265/18842",0.245283018867925,1.5197706811935,3.73821971221549,0.000260784224695576,0.00445759081747089,0.00445759081747089,"148398/283375/7855/81029/8736/6496/2202/712/6664/7111/64220/6101/1641/341640/3208/5080/5145/6297/7490/4544/1365/5308/84465/2295/5309/10083/2254/658/388585/10218/5523/8076/5916/8842/9573/10253/1813/170692/4867/94233/5950/343035/5076/6662/121643/655/6121/7482/775/4094/9997/2201/10252/646960/6103/84467/793/11145/23554/64805/718/6641/220202/27151/220",65
"GO:0055080","GO:0055080","monoatomic cation homeostasis","104/3041","466/18842",0.223175965665236,1.38279564125761,3.67072922536411,0.000263016894963322,0.00447052231730605,0.00447052231730605,"1816/283375/2852/64699/84239/6352/6346/1139/9256/10686/3757/134/56302/6356/5166/858/51458/53828/4948/6359/785/9498/50617/4880/7018/1811/540/483/1080/5621/54997/794/760/489/356/3934/9633/1258/284525/57402/5350/4881/8989/84560/3357/482/5028/9899/4609/341208/3458/2260/6355/2902/6363/7780/6261/65266/6549/4852/6543/496/479/525/1813/249/4093/6263/56833/285195/344905/368/183/4501/4502/55647/30061/729230/7137/391059/491/130733/857/25769/1907/9997/8671/9843/64116/8529/793/80763/797/201140/55532/5314/6558/3784/4879/23682/89885/151176/4489/1356",104
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","79/3041","336/18842",0.235119047619048,1.4567948356587,3.70640133311372,0.000263061347242839,0.00447052231730605,0.00447052231730605,"2625/930/257144/3929/11148/387357/719/64581/1380/5795/3822/3507/3500/11006/7305/10917/28638/5621/3503/79679/931/257101/948/2213/920/916/28639/199920/92747/57402/917/5293/28755/3502/3458/10333/942/2208/55024/54900/1240/640/3823/115352/79908/50852/64005/406941/7097/2633/3821/6967/3902/929/915/2359/79931/153579/7535/1493/11314/80380/2533/941/9976/84174/4068/925/29126/8302/718/1236/8631/3824/730249/338382/27202/387836/919",79
"GO:0010832","GO:0010832","negative regulation of myotube differentiation","8/3041","13/18842",0.615384615384615,3.81291579187008,4.45074464483735,0.00027251696844638,0.00457828506989919,0.00457828506989919,"4856/4851/7494/1048/6123/1482/168620/79365",8
"GO:0030299","GO:0030299","intestinal cholesterol absorption","8/3041","13/18842",0.615384615384615,3.81291579187008,4.45074464483735,0.00027251696844638,0.00457828506989919,0.00457828506989919,"1582/948/64240/1645/29881/64241/339221/1056",8
"GO:0070486","GO:0070486","leukocyte aggregation","8/3041","13/18842",0.615384615384615,3.81291579187008,4.45074464483735,0.00027251696844638,0.00457828506989919,0.00457828506989919,"3553/6280/6279/960/655/7535/4478/3037",8
"GO:0099545","GO:0099545","trans-synaptic signaling by trans-synaptic complex","8/3041","13/18842",0.615384615384615,3.81291579187008,4.45074464483735,0.00027251696844638,0.00457828506989919,0.00457828506989919,"10160/2895/1949/9378/147381/11141/3556/57451",8
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","17/3041","44/18842",0.386363636363636,2.3939045170548,4.06089199874581,0.000276164813292344,0.00462635071840166,0.00462635071840166,"1380/712/722/3500/729/3503/2213/3502/2302/735/725/713/716/714/1604/718/715",17
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","21/3041","60/18842",0.35,2.16859585662611,3.97728715433698,0.000282097654466848,0.00470228325330279,0.00470228325330279,"353091/80328/6375/3822/7305/913/114836/3823/59067/6688/56253/135250/3821/5443/909/563/154064/10125/3592/8302/3824",21
"GO:0002524","GO:0002524","hypersensitivity","9/3041","16/18842",0.5625,3.48524334100625,4.36282488153958,0.000283096644841698,0.00470228325330279,0.00470228325330279,"2625/2529/3500/2213/2214/2209/2205/1236/2212",9
"GO:0072074","GO:0072074","kidney mesenchyme development","9/3041","16/18842",0.5625,3.48524334100625,4.36282488153958,0.000283096644841698,0.00470228325330279,0.00470228325330279,"7490/6469/4609/54361/5076/6495/655/6943/10409",9
"GO:0043583","GO:0043583","ear development","33/3041","112/18842",0.294642857142857,1.8256036548128,3.84440937633145,0.000285106837700061,0.00470906799347291,0.00470906799347291,"2625/5818/219736/7040/9241/55084/4487/2558/64220/80736/497189/2561/5357/133060/474/8022/4762/1280/10083/388585/182/2706/525/3198/25945/5076/6662/6495/7849/793/3249/8557/3784",33
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","33/3041","112/18842",0.294642857142857,1.8256036548128,3.84440937633145,0.000285106837700061,0.00470906799347291,0.00470906799347291,"163351/3929/3853/1755/3553/283/28655/6039/6037/1511/1113/57115/5319/5320/3569/1673/4852/387695/114771/133/7097/115361/338879/2634/6863/6038/6700/1401/84868/3575/3592/84659/353142",33
"GO:0060047","GO:0060047","heart contraction","59/3041","236/18842",0.25,1.54899704044722,3.7232088198652,0.000288462238101369,0.00475114274519901,0.00475114274519901,"776/1636/6330/2697/1824/3757/134/3760/3768/1193/1113/6326/489/6870/4842/1482/5350/2626/482/57413/3728/58498/7124/7134/2627/6543/3670/6327/100507537/186/348980/81033/1813/133/121643/154/1832/183/6863/775/7137/79924/8912/3781/491/155/10021/857/1907/147/80763/7136/10008/8557/3784/2257/3753/140/29119",59
"GO:0050777","GO:0050777","negative regulation of immune response","52/3041","202/18842",0.257425742574257,1.59500685352981,3.72986056909514,0.000302979374063581,0.00497017480147875,0.00497017480147875,"7040/1380/5169/6375/4940/722/11006/5468/387837/151888/2213/64092/133060/160364/201633/9173/2302/30009/725/23220/259/282618/4852/6688/9636/3428/4321/1813/56833/10859/3821/5443/246/3902/90865/729230/10148/11314/5292/941/3595/3805/1604/84868/29126/6318/3592/2810/3824/81607/730249/11005",52
"GO:0090102","GO:0090102","cochlea development","14/3041","33/18842",0.424242424242424,2.62860103833468,4.10777570869425,0.000303451148593686,0.00497017480147875,0.00497017480147875,"2625/5818/55084/2558/497189/2561/4762/3198/25945/5076/6662/793/3249/3784",14
"GO:0007565","GO:0007565","female pregnancy","39/3041","140/18842",0.278571428571429,1.72602527364119,3.7825931260815,0.000306741938216849,0.00501011832420853,0.00501011832420853,"2697/7040/2529/150/3553/54407/5021/5672/3678/53405/6833/3488/10991/8909/3952/3549/150921/7356/130399/5618/5744/259/5669/85360/4693/5678/79816/113/1828/2201/84868/3291/3620/51673/5675/6513/3673/730249/5673",39
"GO:0032609","GO:0032609","type II interferon production","34/3041","117/18842",0.290598290598291,1.80054356838309,3.81052564444631,0.000309663450637311,0.00502989251311433,0.00502989251311433,"26525/7855/51311/9971/3553/64581/6375/11006/5621/257101/914/114836/9173/59067/282618/3670/8140/56253/9636/10859/929/3623/90865/729230/10148/53833/80380/3595/84868/29126/3592/654346/1236/51744",34
"GO:0032649","GO:0032649","regulation of type II interferon production","34/3041","117/18842",0.290598290598291,1.80054356838309,3.81052564444631,0.000309663450637311,0.00502989251311433,0.00502989251311433,"26525/7855/51311/9971/3553/64581/6375/11006/5621/257101/914/114836/9173/59067/282618/3670/8140/56253/9636/10859/929/3623/90865/729230/10148/53833/80380/3595/84868/29126/3592/654346/1236/51744",34
"GO:0048048","GO:0048048","embryonic eye morphogenesis","12/3041","26/18842",0.461538461538462,2.85968684390256,4.16275392363328,0.000317524908946105,0.00514337869036666,0.00514337869036666,"7855/6496/2202/6664/64220/2295/8076/5916/5076/2201/84467/220",12
"GO:0002274","GO:0002274","myeloid leukocyte activation","56/3041","222/18842",0.252252252252252,1.56295196873954,3.70148411121976,0.000318435776196188,0.00514396253855381,0.00514396253855381,"116449/2770/6352/3929/3553/6372/5169/712/3717/84630/11006/7305/6283/1511/1113/2207/2213/914/8530/160364/9173/5293/8399/3579/3458/10333/2208/5320/10814/3569/671/7124/2214/65266/117194/1524/4852/1776/6688/387695/85480/1437/3556/26762/57126/6863/90865/729230/11314/2205/1907/1269/199/84868/133396/140",56
"GO:0050852","GO:0050852","T cell receptor signaling pathway","40/3041","145/18842",0.275862068965517,1.70923811359693,3.76104042529458,0.000322667453697533,0.0051980400760041,0.0051980400760041,"2625/11148/387357/5795/11006/10917/28638/5621/79679/257101/920/916/28639/199920/917/5293/28755/942/79908/50852/2633/6967/3902/915/153579/7535/1493/11314/80380/2533/941/9976/84174/4068/925/29126/1236/8631/387836/919",40
"GO:0006816","GO:0006816","calcium ion transport","94/3041","416/18842",0.225961538461538,1.4000550173273,3.6196681113387,0.000325500352881095,0.00522934993153234,0.00522934993153234,"776/777/930/6366/117/7040/2852/6352/1139/150/56302/162514/51196/785/5332/815/6375/1193/23017/1146/810/4985/9254/5621/5319/931/489/170572/920/356/4842/1258/782/387129/5350/57214/7351/9651/23228/8989/3357/1136/6355/1234/5031/2902/6363/151651/115352/6261/1143/4283/5027/6543/3670/100507537/3627/1262/1813/84766/23007/8973/6263/10859/728215/5026/55584/23566/1134/59285/6351/775/9127/1137/8912/491/140738/283229/857/25769/10267/55799/79054/623/2859/201140/2903/1236/6373/3359/255022/10288/57119/2645",94
"GO:0051384","GO:0051384","response to glucocorticoid","35/3041","122/18842",0.286885245901639,1.77753758739845,3.77977792375525,0.00033349017898539,0.00534311240445256,0.00534311240445256,"54657/7040/6752/6755/3557/6285/2692/1373/6999/3651/2690/4747/7351/15/7356/54577/30009/3569/9076/7124/54600/8313/3670/54576/249/54578/5105/6715/9353/114131/54658/5578/11170/3291/3158",35
"GO:0002792","GO:0002792","negative regulation of peptide secretion","15/3041","37/18842",0.405405405405405,2.51188709261712,4.03832670419453,0.000338821047698439,0.00541377108822505,0.00541377108822505,"4856/150/3767/6833/1113/3625/2781/3952/131177/7351/4544/8622/1813/152/222183",15
"GO:1903531","GO:1903531","negative regulation of secretion by cell","38/3041","136/18842",0.279411764705882,1.73123198638219,3.7544996488347,0.000340764189968245,0.00543006351494114,0.00543006351494114,"4828/2697/4856/150/4851/134/3553/3767/6833/3976/1113/3625/29091/2781/2213/6857/3952/131177/7351/5028/4544/6860/4986/84830/6688/8622/11141/1813/10859/91543/25953/3623/729230/152/11314/3589/3592/222183",38
"GO:0006956","GO:0006956","complement activation","22/3041","65/18842",0.338461538461538,2.09710368552855,3.88695173097342,0.000351594503953155,0.00558514177107562,0.00558514177107562,"3078/3553/1380/712/722/3500/729/3503/3502/735/725/713/629/922/10878/716/714/3848/1604/3003/718/715",22
"GO:0006066","GO:0006066","alcohol metabolic process","79/3041","339/18842",0.233038348082596,1.4439028459626,3.61813362673151,0.000352395849841676,0.00558514177107562,0.00558514177107562,"54657/53630/216/80168/8854/55825/2770/125/117/2852/1646/145226/9971/64768/123099/441282/5563/57016/319/33/130/3952/1559/1645/6799/1565/116519/222/125981/5028/27010/5031/1591/6713/407019/8608/121214/8431/54361/8542/346606/27233/1589/29881/9420/84532/116255/5950/55586/5105/6822/183/6121/79644/8912/131/5959/55190/9023/338/3291/339761/1577/1586/2330/553/221/1109/1066/1056/1583/27284/2784/27124/3158/51744/220/6770/124",79
"GO:0042593","GO:0042593","glucose homeostasis","58/3041","233/18842",0.248927038626609,1.54234898447964,3.65437551334487,0.000363649423196848,0.00574800701182115,0.00574800701182115,"3172/7040/9370/2852/150/222546/9971/5166/408/5563/5795/10723/7494/2692/6833/2729/5468/116534/3651/80201/5080/7351/2626/6927/6566/8989/3101/5836/4544/653361/4986/3171/3569/25825/9854/2730/8622/5799/5950/4884/111/143686/5105/5076/3643/57393/2825/9024/2201/8938/84467/4825/51085/2981/3170/4804/2264/2645",58
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","50/3041","194/18842",0.257731958762887,1.59690416540951,3.66612478077819,0.000379675562987541,0.00598523407605024,0.00598523407605024,"6366/7040/9370/4851/4072/394263/3557/3717/6375/11006/1511/56477/5621/79679/151888/10457/6441/201633/3549/942/2302/5320/30009/91663/5420/54900/124872/282618/84830/6688/26279/2737/56253/79626/182/170692/10859/3902/1493/11314/6370/80380/64600/941/114897/84868/407006/29126/654346/10288",50
"GO:0051965","GO:0051965","positive regulation of synapse assembly","19/3041","53/18842",0.358490566037736,2.22120330328281,3.90563784446258,0.000382728846155381,0.0060172342657584,0.0060172342657584,"2049/2895/84631/347730/131578/23316/84189/8128/94030/9378/27286/11141/347731/26050/3556/80059/5578/139065/146760",19
"GO:0032941","GO:0032941","secretion by tissue","13/3041","30/18842",0.433333333333333,2.68492820344185,4.05174813136434,0.000386648049283164,0.00606264141276001,0.00606264141276001,"362/4583/242/5029/10551/1128/497189/6779/4986/4762/1131/1056/6343",13
"GO:0003015","GO:0003015","heart process","60/3041","244/18842",0.245901639344262,1.52360364634153,3.6114562001132,0.000410025743246696,0.00641210470821961,0.00641210470821961,"776/1636/6330/2697/1824/3757/134/3760/3768/1193/1113/6326/489/6870/4842/1482/5350/2626/482/57413/3728/58498/7124/7134/2627/6543/3670/6327/100507537/186/348980/81033/1813/10413/133/121643/154/1832/183/6863/775/7137/79924/8912/3781/491/155/10021/857/1907/147/80763/7136/10008/8557/3784/2257/3753/140/29119",60
"GO:0009743","GO:0009743","response to carbohydrate","52/3041","205/18842",0.253658536585366,1.57166528981962,3.61034454601139,0.000443076542659408,0.00690659857853096,0.00690659857853096,"5313/3172/7040/9370/2852/150/222546/9971/64581/5563/4199/10723/7494/2692/6833/2729/116534/3651/3934/2203/3952/7351/2626/8989/653361/4986/84327/7124/9854/6518/8431/2730/8622/5799/4884/111/5105/5076/57393/114131/389692/336/9024/8938/407006/4825/51085/2981/3170/3673/3158/2645",52
"GO:0014074","GO:0014074","response to purine-containing compound","37/3041","133/18842",0.278195488721804,1.72369595478337,3.6742996920241,0.000443995622905561,0.00690659857853096,0.00690659857853096,"642658/5313/5972/5029/134/3767/1373/1811/3488/1080/3625/497189/5139/2203/7490/8989/15/5028/5031/9465/5167/6261/50506/5027/348980/6263/5026/6715/5138/9127/10021/64805/3784/6528/3158/3753/100",37
"GO:0030217","GO:0030217","T cell differentiation","64/3041","265/18842",0.241509433962264,1.49638959379052,3.57006162830405,0.00045344069103387,0.00703491098490542,0.00703491098490542,"2625/7040/4602/387357/3559/3553/7494/6775/11006/10917/8876/3662/257101/914/920/3952/916/114836/917/5293/3549/6469/639/942/2302/30009/3569/6363/59067/8456/27177/7704/282618/6688/79908/2737/56253/3552/84766/3821/5678/114548/5105/3902/3955/91543/915/729230/7535/29851/1493/57630/941/10125/925/6095/3575/1236/84101/171558/11005/63976/10288/4063",64
"GO:0002699","GO:0002699","positive regulation of immune effector process","58/3041","235/18842",0.246808510638298,1.52922261014364,3.58139349992532,0.00045884186599711,0.0070999741370079,0.0070999741370079,"116449/3078/7855/7040/353091/3929/3553/64581/80328/7494/6375/3822/54440/729/7305/5225/913/114836/942/30009/3569/3823/6363/7124/64127/59067/6688/629/8140/56253/135250/10859/3821/5950/114548/5443/5105/57126/91543/6863/909/90865/729230/563/941/117854/3805/1604/154064/10125/924/3592/8302/718/3824/8741/51744/140",58
"GO:0030048","GO:0030048","actin filament-based movement","38/3041","138/18842",0.27536231884058,1.70614166773897,3.65243111224514,0.000466627652759962,0.0071907187271752,0.0071907187271752,"776/6330/2697/1824/3757/134/3760/55930/7429/6326/4430/4620/54749/4842/5350/2626/3728/7134/4648/6327/100507537/64005/4640/154/1832/775/7137/3781/10021/857/10008/8557/3784/10630/2257/4644/3753/29119",38
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","21/3041","62/18842",0.338709677419355,2.09864115157365,3.80120954713914,0.000469597957693074,0.0071907187271752,0.0071907187271752,"1380/6375/722/11006/151888/2213/9173/2302/30009/725/10859/3821/3902/90865/10148/941/3595/84868/29126/3592/3824",21
"GO:0007589","GO:0007589","body fluid secretion","21/3041","62/18842",0.338709677419355,2.09864115157365,3.80120954713914,0.000469597957693074,0.0071907187271752,0.0071907187271752,"362/4583/242/5029/4939/5021/7494/10551/1128/497189/2066/4881/6779/4986/5618/4762/1131/1056/4879/27023/6343",21
